"S1","S2"
63,88
75,96
69,87
93,69
76,98
73,82
79,78
87,80
78,72
82,74
75,72
85,73
77,95
81,70
95,78
84,79
86,68
91,83
82,88
79,78
72,70
71,87
77,76
66,76
64,79
67,79
84,95
77,81
76,72
82,79
92,80
89,76
76,81
70,70
68,83
81,91
77,88
76,65
85,71
81,86
81,81
83,78
93,84
87,69
62,84
82,76
73,80
68,79
80,71
83,62
80,83
91,64
64,80
78,105
83,74
87,78
84,87
82,86
78,75
93,73
84,78
86,84
68,90
83,88
83,84
81,85
70,83
71,66
71,95
68,69
82,94
93,80
71,69
80,110
70,97
82,73
81,87
88,81
74,78
88,76
76,87
74,100
66,79
83,85
83,78
79,70
79,79
93,79
70,76
76,75
66,78
81,90
81,78
70,81
78,80
81,89
78,81
74,71
82,63
72,96
86,71
75,74
74,81
75,90
93,74
86,65
84,70
77,74
84,102
76,84
84,76
65,76
56,90
83,92
74,67
94,76
79,91
74,76
87,79
63,74
88,85
68,88
87,71
82,74
72,99
86,81
95,73
79,87
90,74
80,96
96,79
76,77
83,70
74,93
78,84
74,79
78,82
78,86
77,68
95,98
86,96
79,89
76,102
68,73
63,84
74,72
71,82
68,72
83,80
89,77
83,60
83,77
85,96
76,81
86,76
75,77
84,88
73,78
77,66
80,74
82,82
75,86
72,85
68,83
74,92
74,89
87,67
79,89
81,71
84,85
90,81
70,81
79,80
79,82
69,76
82,70
89,71
87,72
84,71
89,89
83,72
80,85
79,83
78,81
67,70
77,67
82,61
76,87
85,99
73,74
90,70
89,83
91,82
84,69
87,63
76,78
81,83
79,84
88,76
76,82
67,78
81,82
71,72
90,72
90,77
88,82
64,74
81,73
83,86
91,67
86,76
73,86
80,80
79,86
75,87
70,82
84,79
81,79
87,84
69,80
70,76
83,86
70,95
81,66
77,82
78,78
85,78
84,88
87,76
92,87
80,109
83,84
79,78
70,88
71,81
87,66
76,87
66,83
79,74
98,76
77,80
94,94
77,75
69,80
92,82
81,67
71,95
75,80
79,89
88,71
79,66
74,86
75,83
87,95
78,79
80,79
80,75
82,79
82,83
82,70
83,96
70,88
97,99
82,90
61,79
70,60
63,66
73,67
66,103
77,92
76,72
71,64
81,86
75,94
79,80
87,78
68,76
84,78
65,85
83,75
80,77
81,77
70,90
73,78
72,74
74,99
112,74
79,85
76,102
78,76
87,88
82,84
73,80
90,77
79,83
65,70
84,81
101,73
78,74
83,77
78,75
87,66
87,77
81,66
74,86
92,89
92,79
79,100
74,75
66,86
79,80
101,80
70,75
67,82
80,65
99,86
66,88
68,73
75,69
67,84
82,82
88,74
78,93
67,101
78,69
87,78
73,88
95,83
81,72
62,61
89,70
75,100
84,73
82,74
63,79
61,74
86,78
85,89
80,83
76,67
60,72
71,82
81,75
72,87
83,81
85,86
81,81
60,84
77,74
69,87
83,68
80,76
72,99
84,70
79,83
53,78
81,57
83,84
83,97
64,85
56,86
77,79
76,72
85,85
66,76
92,87
83,81
78,74
75,83
85,93
68,70
76,80
70,90
91,75
82,69
85,72
74,80
84,77
76,85
92,85
86,95
92,85
87,77
75,89
79,84
77,89
69,72
71,69
76,78
83,78
98,97
85,92
85,70
69,79
78,83
95,84
92,82
82,92
84,72
73,81
74,84
82,87
84,82
94,66
85,73
83,86
89,80
83,86
85,76
89,89
81,55
86,69
75,73
73,81
73,76
91,93
77,84
80,73
84,72
81,86
84,89
75,76
82,71
66,77
89,86
79,88
90,79
62,91
100,81
76,86
85,82
80,55
93,78
64,82
69,85
80,78
65,93
69,64
70,61
62,86
76,83
83,95
85,81
72,74
76,96
95,80
74,85
94,81
80,89
84,92
84,70
77,65
68,93
82,72
88,79
78,81
78,80
81,77
73,91
74,79
80,83
82,89
66,91
89,76
83,84
82,82
80,83
84,79
78,87
98,90
79,71
88,80
77,70
82,77
84,94
73,85
66,95
86,88
77,74
79,67
75,64
83,77
84,84
71,87
76,80
84,93
61,89
86,82
91,77
76,97
99,73
73,82
79,85
81,69
80,88
82,69
68,86
66,77
81,76
77,81
72,78
73,73
76,97
83,86
69,114
95,74
77,69
91,92
94,69
78,76
87,74
76,77
86,70
90,68
87,75
76,86
80,79
86,61
88,70
65,82
81,97
87,93
99,71
84,75
72,98
74,94
78,85
70,71
90,91
88,94
94,79
83,83
79,82
86,90
84,75
56,68
69,77
80,80
80,68
75,78
93,89
78,66
84,71
77,79
91,79
90,75
81,81
75,71
74,89
81,74
70,92
72,93
72,70
86,94
65,67
87,81
65,70
80,86
81,69
73,80
76,91
82,88
84,80
80,88
92,87
95,85
74,82
87,91
80,80
82,77
70,87
85,72
70,76
86,84
73,74
85,79
92,79
76,78
75,71
77,87
75,95
82,90
72,85
62,92
67,62
73,94
83,73
98,95
82,75
80,78
71,86
87,71
88,82
97,73
75,71
72,71
78,74
72,85
75,60
65,86
87,74
83,74
86,70
92,87
74,78
82,81
69,78
81,79
76,84
83,89
83,79
87,82
98,90
82,95
72,73
79,90
69,78
76,70
77,76
99,77
76,71
83,95
84,68
71,72
84,67
84,66
63,65
80,78
77,78
77,77
69,81
79,93
67,89
98,84
78,80
81,71
82,68
86,82
91,89
75,90
70,77
72,59
95,78
76,68
72,83
82,80
67,85
77,71
66,80
71,76
71,80
73,81
72,69
93,79
83,74
77,81
85,68
93,87
86,66
69,76
71,67
98,71
57,80
78,77
81,72
86,77
82,82
92,72
75,86
76,79
72,73
60,83
88,89
83,68
74,64
84,67
96,74
68,79
75,69
68,85
94,88
73,85
88,85
71,71
88,79
80,81
70,92
103,82
92,79
85,77
83,90
74,62
82,76
70,75
74,83
79,90
78,99
74,81
82,83
75,93
85,90
77,86
88,87
79,86
66,88
88,68
92,85
82,85
65,63
80,66
76,65
71,76
58,86
79,80
81,80
76,77
84,66
80,78
83,83
81,60
76,80
97,80
85,83
99,60
94,77
79,68
86,76
81,73
87,79
90,76
71,87
74,88
60,77
82,102
81,72
71,72
101,75
77,90
76,96
78,76
82,79
98,77
70,85
80,91
101,78
88,73
78,79
81,82
75,79
83,63
77,73
77,88
75,99
80,79
84,78
71,90
83,82
85,85
78,74
82,72
86,70
82,66
85,82
78,68
88,81
86,79
85,83
82,79
78,96
71,86
86,81
83,75
84,88
79,83
86,71
89,72
82,86
73,80
78,75
91,91
68,89
77,75
82,90
80,99
75,86
83,81
62,89
86,67
72,70
72,78
70,63
75,82
94,74
72,74
101,88
59,82
71,73
78,72
76,91
80,106
81,77
78,80
71,83
68,80
85,71
79,78
67,83
80,90
78,81
79,68
80,80
91,82
64,83
77,79
67,64
83,76
75,99
96,89
78,69
71,94
68,73
92,88
82,77
93,72
106,78
74,71
90,91
74,69
86,85
74,93
82,86
78,75
76,85
75,89
93,85
74,71
77,82
81,72
70,69
88,78
67,84
78,89
73,74
80,76
81,66
79,76
85,78
65,100
73,68
87,73
83,71
67,72
84,83
68,78
92,100
60,100
99,68
87,83
85,79
70,75
83,89
79,75
82,84
71,78
91,72
78,90
69,80
76,86
89,80
81,76
68,80
79,73
72,78
74,81
72,86
74,88
79,83
95,81
82,79
71,75
78,77
83,74
73,95
73,67
74,92
68,78
78,94
82,74
86,78
70,62
82,65
97,75
86,106
73,82
67,68
85,82
84,85
68,88
69,62
83,74
107,93
76,74
78,85
79,75
78,95
88,92
83,78
86,83
60,76
76,76
83,92
67,77
75,78
77,79
81,78
92,84
90,78
92,76
92,105
72,63
65,82
72,66
77,83
78,89
63,90
54,77
83,88
81,85
92,75
77,91
71,83
88,76
104,101
74,90
73,92
84,78
82,72
83,72
72,74
79,86
87,88
84,80
64,83
95,69
82,77
83,68
83,100
79,64
56,70
75,64
90,86
94,84
75,88
87,90
78,93
78,67
79,92
88,72
89,93
74,78
67,71
57,79
77,63
77,74
83,78
76,78
81,68
74,77
89,81
59,80
78,92
88,77
79,90
96,74
84,71
89,80
90,89
73,91
77,70
86,73
88,80
71,83
79,84
82,92
66,73
91,75
69,81
83,77
68,82
75,78
77,77
72,66
81,64
74,101
85,86
95,78
72,73
62,101
95,75
77,89
95,90
79,92
99,99
67,81
77,90
68,73
81,77
88,81
70,74
74,91
89,96
76,72
74,77
81,65
63,83
91,85
90,64
94,75
94,86
88,81
84,75
101,93
81,87
76,79
83,95
84,75
73,64
77,70
88,83
81,77
89,82
84,72
75,88
86,90
59,84
60,82
81,80
78,65
68,83
85,73
81,89
72,70
103,85
71,70
86,80
80,85
75,77
84,86
71,86
75,82
78,93
68,68
70,84
87,85
90,73
75,66
93,82
71,90
91,84
79,75
85,90
82,76
76,85
91,94
81,79
73,71
96,80
80,78
78,90
71,79
79,78
85,95
87,93
73,72
98,78
84,88
78,73
76,70
81,84
75,81
85,71
94,80
73,78
93,65
88,80
82,72
72,86
78,73
72,83
67,75
78,87
78,93
85,96
74,89
80,75
76,92
82,79
84,88
79,84
71,87
83,84
94,76
85,81
78,74
79,93
67,77
91,81
90,65
82,80
89,80
86,78
92,88
73,75
88,74
77,72
75,87
75,93
76,63
97,79
91,91
68,86
70,65
77,85
62,63
102,72
89,89
83,79
91,76
75,79
67,90
75,87
78,104
83,84
85,77
77,70
69,86
69,70
79,84
84,81
75,73
75,75
77,89
86,77
75,80
72,88
90,70
85,77
89,81
76,91
70,86
65,71
94,90
90,83
75,73
85,79
75,96
67,89
79,84
63,78
60,89
78,83
70,72
64,68
78,72
97,74
85,86
84,93
86,82
65,86
76,77
85,96
91,97
89,83
92,83
80,86
92,69
92,65
99,76
84,89
83,73
83,83
81,68
82,86
77,73
87,70
92,71
91,83
90,79
86,66
85,75
89,77
103,102
72,95
88,91
96,74
75,86
77,90
80,86
75,83
81,71
70,74
83,71
91,75
85,64
90,86
72,93
63,95
95,68
91,90
85,89
77,86
74,73
64,87
86,84
60,80
66,93
92,84
93,77
81,73
76,77
89,90
99,80
87,82
82,81
90,80
79,92
61,62
71,73
91,48
76,90
83,87
81,67
78,84
65,77
79,77
67,58
79,86
84,85
70,98
79,71
85,77
70,81
87,86
80,76
73,71
72,77
85,84
77,99
86,87
106,73
75,78
84,79
80,77
77,87
86,85
82,72
79,61
71,70
74,70
94,82
87,89
77,104
81,89
75,77
77,101
86,90
78,73
96,73
96,91
68,65
73,89
79,86
73,79
65,83
84,72
77,87
87,90
83,75
76,82
65,86
81,77
92,100
97,67
87,66
74,105
95,74
69,95
65,78
81,85
77,82
80,83
76,80
88,81
77,72
89,89
96,80
76,82
74,76
78,95
79,85
78,64
84,74
77,70
72,72
90,77
84,87
74,88
84,88
80,76
84,80
65,57
74,83
65,83
72,80
75,83
83,90
84,89
74,101
87,78
84,93
86,86
69,82
85,71
89,83
73,84
77,67
74,79
77,87
77,67
63,70
75,85
80,83
77,95
97,80
85,81
70,86
93,87
89,83
75,77
72,74
78,89
63,80
79,70
89,74
90,74
81,81
75,71
81,86
79,79
86,88
78,96
81,73
77,68
77,82
89,80
65,68
73,88
87,69
79,79
81,81
102,82
106,82
72,83
97,94
63,93
74,88
74,97
77,86
80,99
74,96
88,81
77,68
98,69
83,89
89,78
83,79
85,67
84,76
82,72
98,82
66,60
86,64
94,68
61,63
96,57
83,105
78,80
77,88
86,95
73,84
82,79
65,73
75,80
75,89
88,99
68,89
69,71
84,71
81,84
82,90
95,82
77,86
74,76
82,74
83,79
72,85
75,75
75,71
71,67
76,87
78,82
89,63
108,90
85,69
73,77
89,81
79,100
82,88
93,76
73,84
91,72
79,79
77,76
83,88
90,86
82,94
69,78
72,84
87,71
90,84
75,83
82,78
74,90
59,80
74,70
63,90
59,78
74,83
82,69
100,86
78,92
71,95
72,95
83,89
79,74
77,78
81,88
76,83
80,82
79,95
69,91
82,81
76,60
86,84
77,70
73,79
79,92
78,78
82,76
66,79
80,83
87,70
84,101
69,78
67,78
95,76
71,72
82,85
67,65
72,77
83,68
91,61
90,79
79,57
77,78
85,67
78,84
77,79
73,65
90,72
91,67
70,81
102,70
71,76
72,68
100,89
82,90
77,92
72,83
97,76
91,88
75,69
74,84
73,73
72,86
87,86
74,88
92,75
87,82
74,84
92,80
102,97
72,73
80,93
87,84
81,89
84,84
87,72
77,85
80,70
86,86
102,81
82,79
67,79
77,77
101,77
91,84
75,77
83,94
85,72
72,86
85,78
90,86
95,74
86,87
100,83
70,65
81,74
83,82
94,71
79,67
94,90
69,89
79,98
77,83
87,96
89,76
73,87
87,81
81,79
75,64
80,73
78,74
88,88
85,73
71,69
80,73
85,66
77,78
85,72
78,71
76,86
78,85
86,66
92,84
80,64
71,70
76,77
85,82
83,75
77,89
83,100
78,80
76,87
98,69
66,77
76,93
76,72
80,73
83,85
80,70
92,85
69,73
73,83
77,83
83,84
80,73
85,92
86,95
71,73
78,95
72,96
74,74
91,84
76,76
82,72
93,75
89,83
92,82
98,81
67,91
77,75
82,76
79,82
96,88
95,74
80,95
96,84
78,91
80,85
73,75
56,74
64,74
75,70
78,89
71,87
73,94
75,74
81,86
77,83
97,64
78,77
97,85
101,77
79,86
82,86
79,85
86,77
74,76
82,88
97,83
89,84
91,79
80,86
78,70
78,83
67,89
75,68
78,76
63,90
99,83
74,65
72,78
88,85
86,84
76,93
82,76
59,102
85,76
84,96
79,83
82,88
93,71
82,71
82,81
78,85
77,73
91,75
84,95
72,78
100,98
83,70
81,94
78,85
78,89
87,94
75,84
76,75
69,89
87,92
70,71
70,67
81,88
83,73
71,66
100,71
85,84
98,77
86,75
75,71
89,81
71,74
79,78
58,89
74,79
86,87
77,74
74,79
81,68
69,85
75,84
76,68
88,78
64,80
81,77
90,77
85,76
67,99
76,82
98,78
82,85
80,75
82,96
82,77
69,82
75,77
89,94
66,91
78,77
71,94
87,79
75,87
77,86
79,63
68,82
77,81
84,85
95,62
85,93
88,81
95,92
87,77
84,89
83,89
67,85
87,87
84,76
81,72
88,80
77,75
76,77
65,81
89,68
83,62
87,74
83,73
68,76
78,72
79,81
82,86
86,84
73,69
78,81
78,101
86,84
102,89
75,88
79,76
78,79
80,76
82,91
82,68
67,90
102,80
76,90
82,68
52,88
69,84
79,86
87,88
84,81
81,77
83,105
79,90
69,89
80,67
76,60
74,81
83,74
75,83
74,65
86,91
94,86
100,83
71,103
73,84
83,78
67,77
87,78
71,74
71,75
77,83
89,85
83,75
85,78
81,77
91,79
80,80
86,74
95,82
81,77
82,86
95,77
87,67
95,68
91,77
65,88
83,76
72,78
72,74
65,81
97,83
83,87
70,85
74,98
85,93
84,83
61,80
84,84
74,87
87,73
75,69
87,66
86,100
74,87
62,73
86,82
74,71
79,73
90,74
88,83
88,86
85,81
76,72
74,69
88,89
78,71
74,75
84,84
79,84
85,103
59,81
82,84
75,77
81,70
84,85
101,88
87,76
84,76
83,93
77,62
83,69
91,91
78,91
85,82
84,74
81,71
72,74
74,85
98,78
117,88
77,82
98,98
91,71
61,81
104,88
68,78
78,74
83,79
83,80
66,73
88,72
89,76
89,75
89,87
83,77
87,85
64,87
80,75
75,74
66,86
80,79
77,88
88,93
78,72
81,65
70,87
68,80
82,69
75,74
74,92
79,90
84,94
82,89
80,71
91,68
72,74
82,94
75,78
87,84
96,87
69,58
77,82
87,80
92,75
84,71
80,83
76,73
77,78
84,67
81,76
82,84
81,79
102,91
82,75
80,94
77,88
96,70
84,87
81,78
80,67
65,71
80,73
101,82
82,70
76,90
82,80
73,89
83,94
85,80
71,68
85,82
77,84
80,83
85,90
69,80
81,67
81,75
76,80
92,85
77,88
92,95
94,70
86,93
60,85
73,68
69,64
69,81
74,67
79,88
82,68
85,79
85,74
96,100
74,92
84,69
92,86
77,106
78,74
76,78
61,68
74,71
107,71
87,75
72,83
72,67
82,68
99,69
79,90
66,91
78,90
87,77
76,77
78,89
76,89
76,94
85,88
77,87
73,75
86,76
71,79
75,75
90,63
84,79
92,101
92,69
83,73
82,69
84,74
84,82
74,75
80,77
68,78
73,76
83,78
82,71
87,89
83,87
64,89
83,84
99,83
95,93
88,78
65,96
83,94
77,78
87,88
90,78
70,97
82,86
88,100
92,81
79,83
83,80
69,81
80,79
87,72
76,86
76,74
83,74
78,63
79,82
93,81
75,85
83,94
99,78
74,73
76,97
82,84
78,84
68,87
67,86
85,68
87,89
79,75
84,93
80,64
76,77
84,90
86,95
64,84
78,72
88,83
71,88
64,84
94,81
86,74
79,79
90,70
82,82
81,70
89,82
72,79
79,69
86,53
84,95
74,84
73,83
76,85
108,89
67,71
79,90
86,75
74,78
107,91
95,82
81,71
85,83
74,77
68,92
89,71
91,86
72,76
77,64
78,85
87,80
90,75
93,78
77,70
88,81
81,86
75,93
77,68
91,77
90,80
75,70
81,70
70,93
88,92
74,86
89,66
84,66
73,68
78,81
95,83
75,96
82,65
89,99
88,81
67,97
78,100
90,80
69,87
87,81
73,96
74,80
68,83
89,79
67,83
85,78
78,82
75,86
93,77
70,72
77,80
73,81
88,95
85,85
85,78
76,90
78,75
82,73
66,74
89,85
72,69
77,70
75,94
78,80
80,69
82,91
93,83
94,78
76,87
73,74
92,81
80,75
81,81
87,88
81,85
90,71
75,77
75,73
78,69
77,76
78,74
81,81
72,67
96,81
64,71
87,84
90,74
82,89
71,94
72,74
85,89
58,78
76,99
90,95
87,67
80,59
68,67
84,78
67,96
67,90
69,79
73,89
91,81
67,92
65,63
62,78
78,79
78,80
85,80
64,88
65,82
84,80
72,57
76,78
63,81
63,80
74,81
79,80
75,81
81,81
91,85
71,67
81,69
79,82
83,84
85,78
66,80
103,70
65,93
85,92
98,74
66,80
95,73
87,79
81,90
73,66
76,69
78,82
70,63
80,100
92,80
78,71
63,75
74,78
89,61
87,80
70,69
78,69
77,80
89,86
79,70
81,84
88,79
63,81
75,98
80,73
87,82
76,90
76,79
100,78
68,76
83,70
81,77
70,78
86,74
87,68
85,76
84,77
61,87
87,72
69,78
89,75
67,78
83,80
86,74
93,94
83,60
95,75
91,88
89,68
75,78
86,93
81,72
64,85
59,68
93,79
91,70
90,72
77,73
76,66
65,80
95,66
89,83
78,84
80,78
72,82
75,92
68,67
79,82
75,69
84,69
76,93
82,81
74,89
81,84
78,78
72,88
96,88
82,68
82,84
95,76
63,63
63,76
70,98
82,78
77,72
74,73
74,74
65,81
89,80
83,76
78,90
89,82
93,66
61,82
80,93
85,67
89,71
72,83
76,70
75,79
91,78
70,74
80,69
80,78
79,71
77,89
84,73
66,82
83,72
92,74
94,72
73,79
104,75
89,74
88,71
70,74
84,89
82,68
71,89
78,83
76,74
84,78
91,71
94,73
70,76
96,67
91,61
103,66
60,73
70,81
80,88
77,76
70,72
93,89
67,71
71,94
91,74
84,87
73,79
84,80
84,80
89,95
90,74
73,91
77,85
69,74
77,74
85,56
82,80
88,81
78,86
65,77
74,84
74,63
88,88
72,87
72,80
81,85
79,71
73,88
72,65
70,74
73,75
79,89
71,95
88,73
84,95
69,80
68,92
82,70
73,88
79,73
79,80
77,96
64,75
66,80
79,76
88,78
81,76
69,77
81,73
73,78
95,86
84,73
73,86
80,69
80,82
77,94
59,78
81,89
87,85
90,74
76,88
68,87
80,100
67,74
72,81
82,86
91,86
72,101
75,83
74,78
77,84
84,86
89,81
89,85
80,85
82,67
94,78
68,72
86,74
74,65
83,84
85,70
59,87
69,90
71,72
66,80
85,83
81,87
79,80
85,76
78,83
87,82
88,64
95,84
94,65
73,92
79,95
68,81
71,83
67,105
76,80
73,74
84,93
95,83
85,75
82,83
67,81
79,82
70,84
93,72
93,72
82,81
91,75
78,81
80,85
85,86
100,93
73,80
79,78
85,80
69,94
84,81
92,63
73,77
89,73
81,73
85,70
102,80
70,91
83,68
72,86
83,73
82,77
92,50
83,82
98,78
97,82
65,83
92,77
82,88
72,87
81,86
71,73
80,82
84,82
98,86
75,84
78,68
69,81
92,72
69,76
79,89
78,78
84,83
68,83
86,78
73,78
80,86
81,91
76,82
71,86
74,83
71,61
77,78
95,87
78,74
110,91
80,82
99,80
83,78
77,75
67,86
66,88
59,86
85,88
77,80
71,75
105,88
74,63
105,64
83,80
89,58
77,80
69,73
84,85
83,90
70,70
79,91
68,77
89,83
76,75
65,58
90,83
87,70
85,69
74,78
63,83
79,67
90,78
78,68
65,88
67,79
80,82
92,67
74,81
72,77
92,74
67,102
88,98
82,87
85,71
73,76
83,86
94,79
85,99
91,81
83,67
71,74
95,67
73,86
86,91
92,92
69,75
74,84
79,93
71,84
97,90
78,82
82,75
70,86
85,71
84,73
72,74
81,82
80,87
86,88
74,67
74,83
73,83
76,78
69,95
89,88
87,74
70,90
69,91
81,75
81,72
84,88
73,89
92,82
92,75
81,84
88,85
75,72
83,77
75,75
73,87
73,78
71,102
77,95
78,86
80,82
90,77
67,85
75,79
77,87
86,86
87,54
87,77
84,78
65,80
86,98
95,87
96,88
75,74
62,94
80,100
79,85
89,73
89,75
70,99
70,82
71,96
82,77
70,76
75,77
78,80
79,81
75,90
68,85
92,74
91,86
85,85
82,75
85,70
81,79
67,74
78,80
73,82
81,74
78,76
63,75
63,82
83,56
101,81
80,79
73,88
91,76
83,78
77,91
84,80
86,77
91,75
76,96
74,75
74,101
71,85
77,78
83,62
66,81
62,79
80,75
78,83
82,88
95,69
69,82
67,64
64,79
88,73
91,102
79,81
88,80
83,74
80,66
83,74
77,61
80,78
68,70
89,76
75,80
78,69
83,83
81,85
86,79
81,72
69,70
78,92
83,77
75,75
63,66
81,75
89,89
76,82
66,65
80,80
89,71
100,81
89,72
79,87
75,86
75,86
86,83
87,79
77,79
54,84
79,74
92,83
96,69
92,74
97,97
81,84
86,104
80,88
93,70
75,89
86,74
85,89
66,90
93,72
92,75
69,88
81,80
98,89
77,85
112,93
77,64
91,71
73,73
71,76
75,81
94,88
73,69
79,67
84,93
83,75
84,75
85,74
87,77
77,81
71,75
96,93
85,73
88,86
89,89
77,78
70,78
91,97
83,102
89,88
77,84
75,91
85,89
70,78
94,95
74,64
86,90
67,74
88,97
84,79
86,66
85,79
59,78
90,71
83,62
80,64
79,78
80,58
83,79
96,83
79,79
74,82
62,77
72,75
84,72
88,78
69,83
79,95
84,85
70,91
98,87
72,67
77,72
68,79
71,74
69,75
66,83
71,78
77,93
75,76
90,84
78,70
85,75
94,72
70,75
81,78
83,84
76,80
83,74
75,72
87,80
84,81
87,70
90,76
90,69
91,85
75,79
88,81
82,70
83,82
82,92
75,58
73,85
78,67
75,75
72,84
90,86
75,77
66,66
94,70
60,96
83,82
64,95
95,77
82,77
86,78
90,82
82,84
83,75
73,88
76,71
90,76
70,84
87,59
81,78
76,78
83,84
68,90
79,83
68,79
80,92
62,91
91,76
72,67
85,76
76,85
80,81
82,90
81,83
81,84
89,87
92,83
77,87
85,91
71,72
84,93
72,83
74,91
80,85
78,83
88,79
97,79
74,89
96,79
75,82
73,73
63,100
81,98
78,84
78,70
87,86
80,77
73,96
98,80
63,83
73,76
84,71
77,71
97,82
68,72
71,75
75,93
73,107
79,88
81,77
76,83
81,65
74,92
86,90
78,76
89,73
69,75
77,71
76,81
89,99
79,87
72,67
70,86
98,77
95,83
85,95
80,96
90,60
84,87
74,92
71,72
82,81
81,73
80,79
75,70
90,87
76,80
93,88
86,81
80,86
85,87
68,68
76,81
76,87
81,77
79,83
97,77
83,76
77,79
91,84
77,74
69,85
87,79
68,81
97,84
90,66
61,87
83,68
79,74
83,83
89,89
66,75
76,81
79,89
93,80
92,89
80,89
86,74
90,87
70,81
78,81
73,80
84,95
77,73
79,76
71,81
72,77
90,68
75,83
78,75
81,79
78,89
77,76
84,68
79,92
71,74
68,76
79,65
76,85
86,88
81,82
89,82
86,72
67,89
88,80
98,79
79,79
82,74
77,65
83,82
76,84
73,67
64,87
93,67
82,100
79,73
73,69
96,82
77,96
91,89
82,78
96,86
77,90
79,69
78,80
92,74
85,77
83,72
86,78
68,85
95,81
65,82
79,87
77,78
63,80
93,79
78,67
79,74
78,89
88,98
64,76
74,74
86,76
74,82
80,72
79,84
100,79
95,76
74,79
86,74
76,69
84,65
87,87
74,81
82,68
79,78
75,84
82,80
100,67
84,85
86,72
78,73
82,88
76,97
66,73
65,81
87,78
72,72
84,86
89,66
92,70
61,96
74,81
82,84
88,103
87,71
87,82
65,95
100,89
81,100
65,85
84,67
81,85
75,70
62,74
76,88
67,85
67,81
90,78
69,86
76,83
79,92
82,81
67,76
69,102
64,88
82,94
79,100
94,82
108,88
95,82
75,84
73,90
76,81
67,85
65,93
81,87
55,76
76,82
77,73
73,65
76,71
93,75
89,83
65,93
69,85
78,90
72,69
88,80
76,65
85,70
78,87
91,63
78,82
88,76
97,76
83,83
71,67
74,78
77,73
87,73
78,87
89,96
81,91
94,73
79,95
86,79
72,82
80,92
101,87
89,78
89,80
80,77
69,68
80,78
103,74
69,80
78,90
93,86
80,76
77,89
94,87
90,83
75,81
86,80
92,86
80,83
70,89
85,88
75,92
80,76
77,73
80,85
102,69
79,91
84,81
78,88
81,77
76,67
103,79
86,77
74,70
66,77
83,84
78,78
90,90
82,89
78,76
83,84
70,70
78,77
84,89
69,84
75,81
75,70
81,77
91,78
91,84
87,83
81,84
81,94
72,82
85,76
88,71
88,78
79,72
78,87
84,80
79,106
68,83
89,78
73,78
81,83
82,73
86,86
62,89
87,78
86,78
91,87
95,73
75,80
80,88
77,72
67,74
92,75
75,80
69,76
76,74
87,78
71,80
78,76
82,70
68,87
84,70
76,78
83,74
83,101
73,99
89,80
88,91
74,83
73,91
75,62
97,68
93,87
93,82
83,87
76,83
77,79
60,92
89,79
76,80
90,90
104,83
85,69
86,80
83,81
66,94
81,66
71,72
91,84
74,92
72,94
82,76
77,72
73,85
73,71
82,92
82,79
68,78
73,82
89,69
89,77
55,83
93,71
72,74
92,74
76,85
94,81
75,85
91,80
72,74
75,70
79,81
82,89
