"S1","S2"
81,82
76,92
80,71
79,68
88,80
73,74
95,78
76,76
89,64
81,78
70,84
79,65
76,87
75,85
98,77
86,80
91,87
85,65
89,75
86,88
81,87
70,85
74,86
68,85
88,88
68,76
70,102
75,77
79,79
70,94
69,82
81,75
68,77
92,80
71,92
88,80
77,74
82,70
80,83
70,83
74,81
87,78
64,69
62,76
70,82
74,73
62,71
99,67
82,67
66,76
92,80
75,79
83,93
78,66
106,85
77,91
75,78
87,74
85,94
95,77
88,95
78,81
90,94
86,69
83,82
99,95
86,87
82,84
81,83
77,90
72,84
71,74
74,85
74,73
84,69
81,86
76,98
76,78
86,89
93,79
93,77
73,75
74,89
94,93
66,81
72,91
77,73
63,80
73,70
78,68
73,81
80,71
84,84
76,84
76,77
80,87
74,92
74,82
76,72
79,71
72,92
65,69
78,85
86,81
81,78
90,75
78,82
84,53
75,83
84,72
61,80
83,91
71,79
86,69
67,79
67,85
84,86
84,74
87,78
89,64
83,70
72,84
97,80
58,76
68,83
83,85
74,85
77,89
85,76
77,81
79,69
86,80
75,64
84,88
71,76
74,68
76,84
77,91
76,89
61,71
100,98
107,78
62,102
85,79
92,86
69,71
87,73
81,80
85,80
72,68
79,78
64,69
81,72
89,74
70,87
87,69
103,63
84,85
72,88
88,86
80,65
70,73
78,58
86,69
83,85
79,82
64,72
87,82
73,83
87,77
68,84
95,77
86,71
69,92
84,72
71,91
89,80
77,87
102,89
76,87
85,86
71,87
71,87
70,81
70,94
75,64
79,88
65,65
106,80
105,80
80,74
93,78
89,85
71,82
65,67
73,69
92,77
63,80
71,81
75,72
72,81
95,71
73,69
81,88
69,93
89,82
79,79
84,83
87,85
94,76
91,85
89,78
81,103
78,91
96,94
74,83
86,75
80,81
91,62
86,73
83,84
89,73
95,90
82,72
89,87
93,84
89,95
79,88
79,81
89,66
86,81
78,84
92,98
78,83
77,70
73,58
57,93
86,84
104,86
96,87
72,62
92,74
74,89
67,104
81,77
75,85
66,89
81,86
90,87
100,93
100,93
77,69
71,84
80,78
89,77
78,69
81,85
79,81
88,74
80,89
78,76
76,101
67,85
82,85
79,80
94,83
82,72
76,99
94,78
91,68
70,74
89,81
93,68
71,78
79,69
70,73
67,63
77,77
88,91
78,63
89,82
93,73
96,68
90,79
77,94
75,78
68,90
88,91
89,96
96,86
93,89
91,69
84,79
86,86
82,78
79,95
72,84
84,87
85,85
82,89
83,72
78,96
75,81
62,85
77,84
94,54
85,76
79,83
100,92
83,75
82,70
75,66
84,83
72,88
82,91
89,65
85,87
82,79
68,80
90,67
87,73
83,80
81,83
81,80
68,77
72,70
91,86
78,84
79,78
66,100
83,98
79,78
73,77
87,88
65,83
77,105
77,84
74,64
63,69
77,69
91,82
84,75
77,79
86,96
89,88
78,77
77,83
81,78
80,71
88,91
90,87
103,97
85,75
77,78
71,82
82,89
88,95
82,93
84,70
84,78
74,72
80,85
90,67
87,65
75,90
71,91
81,78
82,73
80,71
75,73
72,76
92,76
89,76
68,81
64,92
82,87
74,72
91,89
68,73
54,84
75,76
100,77
77,93
79,91
79,82
80,83
91,100
81,95
72,76
86,73
81,87
74,70
91,79
73,77
74,75
76,91
83,92
81,70
80,85
81,66
73,87
90,81
73,87
70,82
81,80
92,86
76,89
91,72
78,81
70,73
86,96
80,84
73,75
78,73
80,82
97,75
88,91
77,73
76,89
92,85
91,80
84,64
89,75
68,71
75,64
79,75
91,69
81,77
81,75
82,80
76,81
75,98
83,77
85,75
69,85
70,83
74,78
90,92
81,87
81,87
69,77
64,82
72,91
80,82
70,73
67,84
92,92
75,78
90,93
85,81
86,88
92,70
84,79
73,89
73,77
74,74
80,68
75,84
81,81
84,71
86,79
74,74
83,80
87,96
82,89
82,81
88,96
69,82
87,69
80,79
80,78
81,83
75,87
87,79
72,97
86,78
72,76
85,70
76,83
71,86
90,88
82,78
84,80
66,71
90,83
74,77
73,82
86,66
84,64
67,75
52,83
87,91
90,75
89,73
80,73
76,85
77,67
70,101
91,97
91,72
86,82
87,80
70,76
76,61
70,81
73,81
81,86
79,81
67,87
58,70
74,97
64,87
76,76
70,84
94,71
77,78
84,61
73,73
75,61
74,84
76,96
72,68
81,79
69,63
63,83
78,74
85,103
84,112
74,91
88,85
88,94
71,80
79,67
79,85
69,64
69,79
87,77
82,87
70,82
64,71
74,87
82,77
89,70
78,99
77,76
85,84
75,96
74,81
78,95
82,74
74,76
86,88
80,77
104,92
95,105
69,85
81,74
94,84
83,68
71,87
81,85
80,105
81,74
63,82
69,73
76,80
75,63
96,87
81,78
84,81
71,74
68,76
82,83
84,89
74,87
71,69
101,81
77,64
74,83
89,88
63,82
88,97
84,99
74,91
85,82
88,82
88,86
76,79
102,82
78,69
73,73
79,78
90,71
87,62
88,82
85,94
73,91
86,82
82,83
100,80
83,87
73,80
76,74
88,68
73,73
87,69
85,85
86,79
76,79
94,81
75,77
69,75
86,81
73,73
92,81
81,79
80,83
73,87
76,111
78,73
66,78
89,70
75,71
76,95
81,91
75,83
77,84
68,90
74,86
84,83
62,81
76,80
79,97
64,71
61,79
82,69
87,71
69,82
86,83
82,91
84,75
68,90
73,73
78,67
67,87
78,77
83,105
86,79
87,79
66,90
73,86
91,87
89,85
78,54
96,71
82,77
98,86
96,84
96,80
91,76
89,78
86,67
91,80
79,77
84,92
71,72
86,75
71,75
74,77
76,73
73,68
71,85
90,76
84,73
101,79
88,83
93,72
82,78
81,83
71,93
80,82
96,88
75,87
74,84
80,79
78,72
68,76
69,85
72,87
58,76
87,68
89,81
74,86
72,92
82,76
77,65
90,98
78,78
82,74
84,79
64,87
74,63
74,84
67,72
86,69
65,76
76,81
72,70
78,72
76,95
78,78
79,88
82,76
86,75
69,76
85,76
81,80
85,91
62,91
85,73
78,81
83,79
89,87
88,88
75,79
91,77
88,88
86,90
89,85
88,92
77,77
74,94
84,87
67,83
86,82
94,76
73,87
93,83
90,73
88,89
81,87
63,73
74,73
79,76
107,93
60,59
73,67
67,73
75,97
81,84
71,73
84,82
87,82
84,93
81,75
73,86
72,89
83,73
84,80
77,93
84,79
73,71
88,79
79,75
89,79
73,92
74,74
79,80
103,86
74,77
60,80
80,79
78,101
91,85
69,70
82,82
85,82
84,83
77,85
79,89
84,91
78,64
56,85
85,75
73,80
78,95
65,89
82,91
78,75
75,74
85,87
85,87
81,67
88,97
85,84
78,70
80,71
77,87
75,76
87,63
76,66
79,77
69,90
83,70
76,89
87,75
103,82
101,95
87,86
69,82
72,81
77,90
70,78
101,100
69,74
90,73
85,76
70,65
85,71
56,96
78,95
64,84
84,72
73,84
81,87
73,82
77,98
88,88
101,74
89,69
78,72
71,83
76,76
83,87
72,89
66,81
81,80
97,94
68,80
71,67
75,81
73,88
75,96
80,62
100,91
61,83
82,74
66,83
72,70
76,75
82,82
82,70
85,97
77,72
65,88
73,84
93,80
78,74
96,101
63,77
75,69
78,76
73,77
83,80
70,76
85,86
70,84
79,84
91,81
88,71
95,81
64,80
72,85
84,92
80,84
67,79
95,83
71,79
68,79
90,99
89,69
84,74
85,69
78,72
87,70
88,72
73,73
83,80
76,91
79,79
71,86
66,74
97,83
88,80
58,88
83,70
71,68
80,77
89,78
67,88
82,80
81,84
77,88
77,72
75,83
88,60
72,62
70,78
72,79
73,75
73,73
65,76
59,88
68,71
68,83
81,89
74,73
79,83
71,67
82,76
86,80
63,77
86,88
72,74
81,96
72,69
69,75
77,74
85,72
95,95
76,95
67,76
83,86
71,72
93,91
77,108
80,84
87,76
88,76
79,90
84,81
88,82
90,81
73,53
73,81
98,91
76,93
103,80
88,75
86,92
85,89
87,76
82,84
90,83
76,75
74,95
65,69
85,87
100,76
92,81
73,82
80,79
67,70
82,88
81,82
96,80
80,88
94,74
75,78
75,70
73,65
89,64
92,90
94,84
82,89
89,82
95,74
72,75
75,75
70,65
88,75
71,54
94,80
71,77
90,85
76,86
95,104
87,75
78,91
100,82
73,99
74,88
82,88
97,81
75,82
101,84
71,74
74,79
76,94
72,79
84,86
73,85
72,81
85,80
71,95
83,72
65,77
77,78
97,67
75,91
84,97
82,72
79,79
79,79
80,83
78,96
78,84
90,79
79,78
72,73
101,88
81,80
70,77
80,62
72,69
81,93
89,84
82,85
72,76
81,84
78,93
87,85
76,81
71,81
83,78
99,69
84,90
77,76
75,78
75,81
89,73
68,81
74,88
67,77
69,72
78,74
63,78
89,88
83,98
87,91
78,95
88,88
85,72
71,64
57,82
87,73
87,74
80,88
74,77
84,71
81,75
80,69
67,87
72,84
85,82
82,95
80,76
85,73
84,70
80,91
79,82
85,91
81,92
84,72
99,75
95,81
88,86
88,86
84,63
71,64
89,71
79,67
76,77
69,89
80,87
82,74
79,87
79,90
84,80
78,75
76,68
91,77
70,61
82,83
91,70
73,81
86,105
88,78
76,85
87,93
68,76
86,93
69,98
94,76
75,63
72,82
77,77
90,83
85,89
72,84
84,58
77,80
75,73
86,72
77,69
85,84
75,87
92,78
78,61
65,91
91,77
86,67
70,73
87,67
71,91
76,85
91,91
82,72
85,68
82,78
81,77
73,88
88,73
76,80
87,82
74,75
77,83
84,91
85,97
65,88
81,81
84,78
84,78
74,99
65,75
80,86
84,68
73,76
71,84
83,66
83,81
86,89
91,88
76,81
84,73
83,83
79,80
76,69
81,91
81,75
106,77
90,73
95,73
94,77
64,81
75,87
70,71
86,71
82,89
92,68
75,70
71,78
73,67
71,78
90,78
69,70
70,72
74,84
79,87
88,76
84,85
82,85
89,74
82,81
88,79
88,82
77,83
81,80
78,79
78,74
78,70
62,85
70,83
93,75
101,91
76,79
70,89
83,71
96,77
71,89
76,75
76,72
92,78
72,84
75,78
78,74
85,68
90,70
85,74
75,81
76,70
77,76
74,94
89,85
81,106
75,94
91,80
75,85
77,68
73,67
79,80
78,68
111,72
92,74
81,82
86,75
78,71
81,80
71,70
85,95
80,76
89,94
88,72
84,77
92,76
81,80
82,79
86,79
81,80
100,93
83,83
72,99
77,87
81,79
76,76
88,80
74,94
71,82
67,87
58,73
76,83
96,75
68,86
85,79
82,81
78,72
66,80
86,76
67,75
73,72
88,81
76,89
86,82
94,84
77,75
79,93
82,64
72,93
83,79
94,98
80,78
80,70
87,79
82,74
86,76
87,93
79,73
83,82
89,84
71,61
91,82
78,77
87,73
64,84
79,87
91,83
76,66
77,85
73,95
82,101
82,70
84,71
83,78
85,83
76,79
78,80
101,95
70,89
77,82
73,65
84,86
97,75
78,74
72,84
90,76
73,81
73,69
84,79
80,79
58,77
64,89
81,80
86,61
84,84
82,84
74,90
76,81
67,96
67,79
87,77
78,77
80,63
71,71
77,79
93,82
72,82
86,81
74,76
67,94
76,83
75,75
81,92
68,85
79,73
81,70
75,76
81,98
89,82
81,75
93,88
99,78
77,88
73,76
91,78
67,59
69,87
90,80
86,76
82,91
73,75
77,78
77,86
78,95
91,81
79,93
80,81
86,72
76,88
82,97
86,65
69,95
85,80
70,82
91,84
85,67
86,67
92,71
83,90
76,69
70,76
69,74
68,83
74,70
83,67
111,70
72,77
76,91
79,89
72,83
83,88
73,72
86,71
76,91
67,71
75,97
86,78
75,81
77,77
83,95
87,68
71,77
75,66
78,92
79,73
84,72
85,80
72,80
80,82
88,88
77,55
90,84
95,98
80,76
95,82
89,96
95,92
74,75
84,82
82,88
91,83
91,86
91,87
82,90
84,92
86,88
76,86
85,81
82,87
87,80
69,77
76,92
78,101
90,81
86,78
93,77
94,71
76,77
77,71
84,76
80,77
83,63
78,75
75,80
82,85
90,91
83,80
91,79
80,77
100,87
76,89
68,73
88,68
86,74
70,79
64,85
63,86
81,84
82,64
98,80
91,95
78,85
100,87
66,92
93,88
84,83
76,76
84,89
66,87
81,75
90,76
81,87
67,96
83,80
61,94
82,80
65,72
76,83
87,95
81,79
64,72
78,85
72,79
83,80
72,80
84,82
95,74
75,69
75,70
79,90
77,70
71,80
86,71
90,81
87,84
92,96
91,78
97,85
82,80
79,81
84,75
72,83
74,84
91,94
86,76
86,87
88,99
81,74
83,85
89,85
94,83
78,76
70,71
79,76
100,88
100,84
78,95
72,85
77,68
79,90
66,70
68,59
73,88
92,72
80,72
83,75
97,65
68,75
63,67
86,79
71,91
80,68
84,82
87,74
85,71
74,103
75,78
86,80
82,80
75,80
90,68
82,78
85,81
85,81
97,78
78,85
71,75
71,88
75,90
76,74
79,80
93,79
72,80
81,86
86,63
76,73
75,79
79,74
60,93
91,86
69,68
65,87
72,70
84,82
87,87
70,66
81,78
92,86
90,71
76,67
92,80
90,75
91,89
71,75
89,73
76,85
80,79
63,75
75,74
77,88
70,93
82,69
83,83
76,78
89,86
67,91
81,82
63,84
82,79
76,100
87,64
73,93
85,88
68,95
80,74
78,76
82,89
81,71
94,75
95,70
95,66
79,90
78,72
76,88
75,90
67,75
78,86
82,86
85,63
81,77
75,83
81,60
61,79
86,76
73,76
101,72
75,91
79,76
88,94
100,77
82,68
77,85
83,69
77,62
79,77
94,77
82,96
87,87
70,95
78,90
77,83
96,81
92,89
73,93
86,77
79,69
96,71
86,96
79,95
90,85
92,73
69,84
81,81
88,87
79,85
83,76
75,86
84,84
84,63
90,71
74,80
68,76
70,78
93,88
85,64
72,78
76,90
92,87
85,105
77,77
77,93
103,84
76,75
90,85
85,88
77,93
77,79
74,80
61,68
90,91
94,79
83,89
87,78
74,73
81,86
85,85
87,82
90,82
65,93
76,81
86,79
76,77
64,83
83,76
86,73
80,78
73,90
98,85
65,76
73,80
98,71
87,72
95,69
80,80
74,72
76,78
70,62
101,78
77,69
82,83
98,67
78,78
76,80
62,76
83,71
73,76
80,88
83,97
82,84
72,64
73,78
87,78
74,93
78,83
70,70
84,79
84,69
85,85
69,88
68,91
97,80
81,75
87,87
64,79
87,66
85,71
83,73
72,92
86,80
71,75
84,74
70,81
69,83
80,85
68,76
69,98
73,70
70,85
88,77
94,99
84,84
82,81
88,80
91,79
101,95
74,83
90,86
68,81
89,64
71,78
73,87
79,70
72,74
81,79
62,93
83,81
79,61
78,78
82,68
66,100
69,81
84,86
107,90
79,98
69,74
97,97
72,83
75,95
91,75
88,80
75,77
69,79
69,80
77,75
83,77
74,73
85,85
85,77
86,84
77,100
93,69
97,64
74,74
68,89
95,81
85,95
73,75
66,82
71,71
81,93
95,85
73,79
87,86
72,79
71,71
69,67
71,77
81,84
77,80
87,82
82,85
82,79
73,77
77,75
82,82
87,70
70,72
83,62
92,76
84,103
70,77
59,81
79,77
79,67
73,75
83,92
71,74
71,90
90,57
88,80
62,64
66,76
98,78
78,84
84,83
74,68
82,82
72,75
90,75
83,80
70,82
92,77
87,101
69,91
78,83
72,69
80,82
81,93
65,76
68,74
69,76
99,70
85,85
92,111
65,85
92,76
84,84
91,89
71,79
67,81
90,96
76,84
70,83
64,88
78,74
96,78
78,89
89,73
86,83
90,65
89,94
97,89
85,92
79,84
77,73
89,81
84,82
75,78
78,86
71,81
86,87
91,75
79,84
76,87
89,70
90,80
75,80
73,82
88,71
80,80
87,88
84,89
88,85
78,70
87,86
74,78
70,74
56,84
91,68
77,77
70,80
70,82
95,70
79,77
88,79
75,91
61,81
83,106
72,73
78,81
68,88
84,80
73,71
101,98
76,70
81,65
82,76
73,87
64,81
82,80
85,79
83,88
86,82
83,78
71,79
79,86
82,70
79,72
75,64
85,95
84,74
77,82
65,76
79,67
73,89
81,87
85,76
69,82
78,63
80,68
88,92
74,82
77,76
75,82
77,87
76,85
77,71
96,78
86,82
79,81
69,85
81,76
74,86
81,89
71,77
84,106
71,76
74,82
81,74
82,72
79,99
82,75
82,78
86,92
67,90
69,80
75,79
77,67
88,82
91,78
92,85
77,76
85,85
70,78
76,77
76,89
86,64
88,77
78,87
82,82
84,85
65,75
86,77
78,78
74,84
78,85
84,80
84,83
86,67
79,81
78,90
85,76
71,82
87,75
72,69
86,79
65,84
92,82
77,92
74,78
80,84
79,74
67,89
86,89
79,91
73,78
78,77
84,86
77,75
85,71
62,69
82,91
91,72
73,86
80,73
64,71
89,80
86,85
88,82
81,95
82,68
84,80
83,70
79,106
93,100
80,74
86,81
82,83
87,73
78,83
101,90
70,73
85,89
82,87
69,71
72,87
86,77
79,99
89,66
79,86
89,73
75,69
76,65
68,91
84,76
85,84
92,68
66,75
87,107
89,69
94,94
82,85
84,74
97,85
72,83
89,64
84,68
68,76
82,83
86,78
73,92
65,98
73,86
86,74
73,72
71,85
100,79
97,86
72,70
76,72
89,64
81,92
97,87
81,87
76,71
99,73
82,71
94,81
83,88
86,96
96,69
74,84
73,78
91,79
73,80
82,72
68,92
102,80
71,84
74,93
89,75
80,88
68,83
84,72
70,80
72,91
96,89
86,86
89,77
93,78
78,82
79,97
84,68
90,80
82,81
75,102
74,90
74,86
85,74
76,66
78,70
79,73
99,81
88,86
77,91
67,86
73,62
89,73
81,82
65,62
71,77
84,90
80,78
77,75
82,77
86,71
72,74
91,83
87,95
72,93
83,87
88,81
82,69
84,87
93,91
76,59
77,85
86,60
79,78
80,88
77,82
85,79
86,79
91,92
80,78
76,82
78,76
87,67
89,72
82,75
83,85
61,80
93,67
76,76
69,74
76,77
73,68
93,89
80,85
82,79
98,86
87,91
72,101
81,80
83,79
82,81
72,81
79,80
64,79
78,78
77,89
100,76
80,77
107,66
65,63
65,71
92,68
84,76
70,78
78,63
61,70
92,91
84,85
80,87
83,88
82,86
79,90
90,84
72,89
86,79
84,78
81,78
70,91
75,79
70,82
72,78
75,80
78,89
95,69
71,66
95,81
81,76
77,81
100,90
70,84
81,86
83,84
67,94
80,75
72,76
70,78
77,85
80,91
73,65
99,81
88,88
100,76
82,90
69,87
72,79
77,95
79,78
60,75
79,93
83,77
71,74
68,81
82,78
92,85
74,79
84,85
85,81
93,67
69,80
91,95
88,58
85,74
87,71
74,76
84,61
84,61
58,91
73,93
96,83
67,77
68,83
83,87
91,83
82,76
95,89
79,78
82,83
96,93
77,67
70,81
90,68
80,85
77,92
87,73
87,75
83,97
86,66
71,81
70,84
67,80
79,66
89,65
78,89
74,97
79,95
87,69
78,81
83,73
77,88
96,81
86,88
66,81
75,75
96,90
72,79
65,85
65,79
84,78
83,79
71,85
90,83
81,94
77,93
81,80
93,82
85,80
73,86
80,77
96,71
84,84
75,90
82,66
85,89
78,75
75,81
76,69
76,83
89,68
89,68
76,94
96,81
71,73
89,86
83,93
74,86
82,90
77,92
82,85
88,85
85,59
86,86
84,73
83,82
81,67
78,68
94,71
80,93
90,89
94,92
78,72
69,71
81,102
80,70
70,66
92,94
81,72
69,89
85,73
89,100
89,94
74,84
72,76
87,88
92,98
83,80
70,84
82,83
74,84
89,83
82,81
81,91
85,58
94,76
90,83
70,80
75,93
87,71
76,86
83,89
81,90
64,80
75,87
74,78
75,78
74,75
74,74
68,81
88,73
92,84
67,84
66,82
85,78
67,85
93,88
64,98
72,96
63,97
69,74
64,83
92,72
87,68
84,85
74,64
81,90
84,79
70,64
91,65
83,84
77,81
92,68
87,68
82,70
82,93
66,73
61,77
81,89
79,58
81,77
89,78
97,71
77,79
81,73
80,75
94,62
73,72
69,83
83,75
78,78
92,63
84,89
81,64
79,72
99,75
86,85
77,73
87,76
84,78
84,69
92,82
99,78
71,84
76,76
76,76
90,92
59,82
75,86
71,75
76,79
68,70
77,77
85,96
80,90
94,105
80,85
75,81
77,57
80,91
86,72
75,73
82,73
67,80
82,76
79,94
89,96
72,68
83,91
82,83
79,57
85,92
82,77
82,96
70,78
76,92
77,68
76,72
82,92
79,71
73,85
73,87
71,91
80,76
77,85
69,87
77,86
76,82
68,83
90,91
90,80
86,73
96,69
74,91
88,82
82,73
75,86
91,78
91,77
97,73
77,84
82,82
87,88
87,88
81,67
96,76
77,79
90,98
81,78
66,59
76,68
84,70
96,70
79,90
82,80
58,89
79,71
95,83
77,78
88,84
68,78
78,75
70,80
84,97
94,82
87,79
84,78
57,84
86,89
80,83
72,69
64,82
89,64
75,101
89,83
91,73
94,76
77,72
92,81
82,74
79,89
77,72
83,97
93,68
79,84
77,80
91,76
97,78
79,71
79,72
89,83
71,94
67,91
85,84
89,72
82,82
85,79
76,90
72,80
91,85
60,89
74,75
70,91
71,85
82,78
74,72
74,72
73,69
70,66
72,84
79,71
73,73
83,92
84,75
82,77
81,86
67,81
91,74
72,65
77,68
87,81
93,92
74,87
88,100
84,66
87,68
76,72
81,74
67,80
70,85
79,67
67,81
81,97
91,84
94,86
78,74
73,83
84,79
87,80
82,75
59,71
65,78
92,66
74,90
79,62
90,94
78,76
71,82
73,87
82,76
93,84
88,96
75,62
72,89
70,93
96,72
74,92
79,81
79,84
71,70
97,79
82,94
71,88
98,72
98,72
76,69
73,71
75,84
81,71
86,88
85,83
77,79
90,85
73,77
81,83
86,67
94,80
65,71
99,93
80,79
80,79
72,79
75,66
85,67
83,86
92,83
68,83
100,89
74,85
90,99
85,79
75,85
76,70
87,93
66,73
85,98
78,87
68,70
84,74
89,88
81,75
76,100
82,85
82,86
83,78
67,83
70,83
84,88
64,93
85,82
84,72
72,76
72,71
67,86
84,92
87,90
74,113
77,83
67,84
71,90
84,89
83,65
79,73
81,83
73,70
82,68
76,79
88,104
75,69
82,72
59,85
78,75
65,90
90,64
83,87
84,96
75,101
75,73
89,88
79,82
68,85
85,87
86,73
66,88
78,89
88,75
80,93
75,80
75,85
76,74
69,86
81,73
75,72
71,73
78,82
81,85
85,81
80,88
85,93
85,78
79,69
73,89
77,74
84,79
71,69
75,69
84,69
72,83
71,76
71,67
72,70
81,63
73,84
82,86
87,76
82,73
104,79
78,68
59,77
89,82
74,80
98,74
83,64
74,77
86,63
99,76
95,71
80,78
85,88
60,80
59,73
68,80
91,94
74,70
73,60
77,68
95,63
91,75
83,77
69,63
77,73
94,83
68,85
87,85
68,86
92,94
78,70
79,96
94,76
74,102
79,75
77,87
80,93
78,77
75,65
82,74
71,78
62,78
83,78
83,78
83,65
66,95
77,72
85,60
73,85
64,83
73,84
81,87
72,95
82,62
86,71
82,66
82,89
73,83
81,97
81,80
80,82
86,100
76,94
79,81
87,76
83,94
74,63
81,75
84,67
88,94
67,94
91,75
74,98
63,93
66,71
88,82
83,77
83,80
83,96
77,79
85,85
90,84
92,87
72,94
66,69
77,66
83,81
80,72
68,85
83,70
73,75
90,71
89,81
88,67
71,81
91,84
62,62
70,77
83,79
81,86
86,80
66,73
90,96
95,68
82,83
79,88
75,88
83,65
74,73
80,72
82,89
51,87
78,84
89,73
79,89
73,87
87,84
89,87
77,87
77,87
69,70
71,87
84,73
80,74
73,82
84,72
82,80
91,76
68,82
86,94
72,80
71,71
90,83
69,82
93,82
69,88
80,77
72,60
87,71
87,90
92,78
91,80
74,84
82,82
67,71
83,68
97,65
87,69
71,88
79,87
86,78
105,90
78,74
80,77
83,78
61,83
73,82
82,80
63,78
77,75
78,74
90,66
75,102
86,87
75,78
75,82
87,89
92,74
93,79
75,88
82,76
87,90
75,69
84,73
81,78
79,78
86,96
82,76
90,74
74,66
72,92
89,79
68,88
93,77
84,76
85,78
67,81
67,69
75,75
83,73
85,68
72,66
82,87
82,91
61,86
92,84
83,87
104,74
77,96
88,97
76,78
89,89
70,74
93,91
98,95
84,70
71,76
82,78
84,92
63,75
76,80
77,74
81,79
80,72
68,80
66,91
82,81
90,67
79,74
81,78
87,91
78,82
84,93
85,83
87,79
85,60
89,78
81,78
72,82
82,74
68,59
96,77
79,72
72,84
82,65
90,71
74,59
74,59
94,83
93,92
56,73
84,66
76,72
69,69
82,79
71,86
81,77
70,71
67,91
79,77
76,72
72,67
74,81
79,79
80,85
91,79
62,81
93,88
80,80
87,73
86,83
87,85
75,81
72,86
87,81
74,95
86,83
67,74
89,77
73,88
79,84
96,77
86,79
83,81
80,90
100,88
89,94
84,77
87,78
75,84
85,88
98,73
86,79
70,67
71,80
71,86
80,72
86,64
82,85
66,94
87,77
84,72
79,78
70,74
82,79
79,66
73,64
82,68
61,72
84,84
92,71
77,76
90,68
78,88
86,89
80,81
91,81
73,62
70,68
95,78
77,90
67,85
78,82
85,82
97,94
86,67
74,82
86,76
79,82
81,78
73,89
85,73
82,92
71,87
70,83
84,90
80,82
83,90
98,83
91,60
94,94
75,82
76,76
61,93
78,91
81,84
81,84
84,84
97,86
71,92
85,92
75,71
71,71
81,77
102,75
63,75
69,82
79,81
78,85
67,88
68,89
88,67
76,63
90,69
83,80
75,51
80,78
73,82
98,91
83,69
81,60
87,79
86,77
94,83
67,88
72,58
75,61
81,60
78,86
65,79
79,84
66,100
79,89
89,79
85,83
93,75
83,79
86,99
81,85
64,91
74,88
106,89
69,82
88,82
69,85
79,101
84,83
77,73
63,86
84,68
84,75
72,79
75,66
82,85
75,68
94,86
87,79
85,76
99,97
72,99
73,71
92,75
71,85
72,94
86,81
85,88
74,86
69,80
82,54
88,81
84,87
69,66
79,90
71,63
78,68
78,77
89,88
87,81
64,72
91,75
73,65
84,77
71,68
75,82
81,78
87,92
87,92
92,82
93,84
79,75
94,90
74,72
88,69
59,89
71,69
77,68
75,57
82,79
80,87
83,90
75,68
92,93
75,91
80,67
74,79
76,70
75,93
85,76
78,80
78,82
92,78
86,72
81,82
79,88
86,79
69,74
93,92
77,78
89,84
88,96
94,73
78,74
78,82
75,81
76,79
87,67
92,75
79,80
95,80
77,81
70,66
77,91
84,94
96,77
86,73
87,83
86,71
83,81
82,86
75,81
87,81
83,66
65,101
72,87
72,98
73,86
87,77
82,81
79,82
78,83
98,68
64,82
78,81
83,88
83,96
72,80
86,86
82,67
71,79
97,97
86,88
91,73
71,71
85,81
